Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Poincaré Embedding Reveals Edge-Based Functional Networks of the Brain","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59728-3_44","Siyuan GaoGal MishneDustin Scheinost","2020","http://link.springer.com/chapter/10.1007/978-3-030-59728-3_44","Chapter"
"Domain-Specific Loss Design for Unsupervised Physical Training: A New Approach to Modeling Medical ML Solutions","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59713-9_52","Hendrik BurwinkelHolger MatzStefan SaurChristoph HaugerAyşe Mine EvrenNino HirnschallOliver FindlNassir NavabSeyed-Ahmad Ahmadi","2020","http://link.springer.com/chapter/10.1007/978-3-030-59713-9_52","Chapter"
"Synthetic and Real Inputs for Tool Segmentation in Robotic Surgery","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_67","Emanuele ColleoniPhilip EdwardsDanail Stoyanov","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_67","Chapter"
"Semi-supervised Medical Image Classification with Global Latent Mixing","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_59","Prashnna Kumar GyawaliSandesh GhimirePradeep BajracharyaZhiyuan LiLinwei Wang","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_59","Chapter"
"Two-Stream Deep Feature Modelling for Automated Video Endoscopy Data Analysis","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_71","Harshala GammulleSimon DenmanSridha SridharanClinton Fookes","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_71","Chapter"
"Learning with Sure Data for Nodule-Level Lung Cancer Prediction","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59725-2_55","Hanxiao ZhangYun GuYulei QinFeng YaoGuang-Zhong Yang","2020","http://link.springer.com/chapter/10.1007/978-3-030-59725-2_55","Chapter"
"Deep Q-Network-Driven Catheter Segmentation in 3D US by Hybrid Constrained Semi-supervised Learning and Dual-UNet","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_63","Hongxu YangCaifeng ShanAlexander F. KolenPeter H. N. de With","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_63","Chapter"
"Joint Reconstruction and Bias Field Correction for Undersampled MR Imaging","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59713-9_5","Mélanie GaillochetKerem Can TezcanEnder Konukoglu","2020","http://link.springer.com/chapter/10.1007/978-3-030-59713-9_5","Chapter"
"Positive-Aware Lesion Detection Network with Cross-scale Feature Pyramid for OCT Images","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59722-1_66","Dongyi FanChengfen ZhangBin LvLilong WangGuanzheng WangMin WangChuanfeng LvGuotong Xie","2020","http://link.springer.com/chapter/10.1007/978-3-030-59722-1_66","Chapter"
"A Macro-Micro Weakly-Supervised Framework for AS-OCT Tissue Segmentation","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59722-1_70","Munan NingCheng BianDonghuan LuHong-Yu ZhouShuang YuChenglang YuanYang GuoYaohua WangKai MaYefeng Zheng","2020","http://link.springer.com/chapter/10.1007/978-3-030-59722-1_70","Chapter"
"Deep Class-Specific Affinity-Guided Convolutional Network for Multimodal Unpaired Image Segmentation","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_19","Jingkun ChenWenqi LiHongwei LiJianguo Zhang","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_19","Chapter"
"Superpixel-Guided Label Softening for Medical Image Segmentation","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_23","Hang LiDong WeiShilei CaoKai MaLiansheng WangYefeng Zheng","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_23","Chapter"
"Encoding Metal Mask Projection for Metal Artifact Reduction in Computed Tomography","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59713-9_15","Yuanyuan LyuWei-An LinHaofu LiaoJingjing LuS. Kevin Zhou","2020","http://link.springer.com/chapter/10.1007/978-3-030-59713-9_15","Chapter"
"Disentangled Intensive Triplet Autoencoder for Infant Functional Connectome Fingerprinting","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59728-3_8","Dan HuFan WangHan ZhangZhengwang WuLi WangWeili LinGang LiDinggang Shen","2020","http://link.springer.com/chapter/10.1007/978-3-030-59728-3_8","Chapter"
"Self-weighted Multi-task Learning for Subjective Cognitive Decline Diagnosis","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59728-3_11","Nina ChengAlejandro FrangiZhi-Guo ZhangDenao DengLihua ZhaoTianfu WangYichen WeiBihan YuWei MaiGaoxiong DuanXiucheng NongChong LiJiahui SuBaiying Lei","2020","http://link.springer.com/chapter/10.1007/978-3-030-59728-3_11","Chapter"
"Surgical Video Motion Magnification with Suppression of Instrument Artefacts","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_34","Mirek JanatkaHani J. MarcusNeil L. DorwardDanail Stoyanov","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_34","Chapter"
"Computer-Aided Tumor Diagnosis in Automated Breast Ultrasound Using 3D Detection Network","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59725-2_18","Junxiong YuChaoyu ChenXin YangYi WangDan YanJianxing ZhangDong Ni","2020","http://link.springer.com/chapter/10.1007/978-3-030-59725-2_18","Chapter"
"Patch-Based Non-local Bayesian Networks for Blind Confocal Microscopy Denoising","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59722-1_5","Saeed IzadiGhassan Hamarneh","2020","http://link.springer.com/chapter/10.1007/978-3-030-59722-1_5","Chapter"
"NAS-SCAM: Neural Architecture Search-Based Spatial and Channel Joint Attention Module for Nuclei Semantic Segmentation and Classification","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_26","Zuhao LiuHuan WangShaoting ZhangGuotai WangJin Qi","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_26","Chapter"
"ImageCHD: A 3D Computed Tomography Image Dataset for Classification of Congenital Heart Disease","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_8","Xiaowei XuTianchen WangJian ZhuangHaiyun YuanMeiping HuangJianzheng CenQianjun JiaYuhao DongYiyu Shi","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_8","Chapter"
"The Case of Missed Cancers: Applying AI as a Radiologist’s Safety Net","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59725-2_22","Michal ChorevYoel ShoshanAyelet Akselrod-BallinAdam SpiroShaked NaorAlon HazanVesna BarrosIuliana WeinsteinEsma HerzelVarda ShalevMichal GuindyMichal Rosen-Zvi","2020","http://link.springer.com/chapter/10.1007/978-3-030-59725-2_22","Chapter"
"Interpretability-Guided Content-Based Medical Image Retrieval","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_30","Wilson SilvaAlexander PoellingerJaime S. CardosoMauricio Reyes","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_30","Chapter"
"Weakly-Supervised Nucleus Segmentation Based on Point Annotations: A Coarse-to-Fine Self-Stimulated Learning Strategy","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59722-1_29","Kuan TianJun ZhangHaocheng ShenKezhou YanPei DongJianhua YaoShannon ChePifu LuoXiao Han","2020","http://link.springer.com/chapter/10.1007/978-3-030-59722-1_29","Chapter"
"Instance-Aware Self-supervised Learning for Nuclei Segmentation","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59722-1_33","Xinpeng XieJiawei ChenYuexiang LiLinlin ShenKai MaYefeng Zheng","2020","http://link.springer.com/chapter/10.1007/978-3-030-59722-1_33","Chapter"
"Deep Attentive Panoptic Model for Prostate Cancer Detection Using Biparametric MRI Scans","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_58","Xin YuBin LouDonghao ZhangDavid WinkelNacim ArrahmaneMamadou DialloTongbai MengHeinrich von BuschRobert GrimmBerthold KieferDorin ComaniciuAli Kamen","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_58","Chapter"
"Shape Mask Generator: Learning to Refine Shape Priors for Segmenting Overlapping Cervical Cytoplasms","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_62","Youyi SongLei ZhuBaiying LeiBin ShengQi DouJing QinKup-Sze Choi","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_62","Chapter"
"Learning Personal Representations from fMRI by Predicting Neurofeedback Performance","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59728-3_46","Jhonathan OsinLior WolfGuy GurevitchJackob Nimrod KeynanTom Fruchtman-SteinbokAyelet Or-BorichevTalma Hendler","2020","http://link.springer.com/chapter/10.1007/978-3-030-59728-3_46","Chapter"
"Chest X-Ray Report Generation Through Fine-Grained Label Learning","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59713-9_54","Tanveer Syeda-MahmoodKen C. L. WongYaniv GurJoy T. WuAshutosh JadhavSatyananda KashyapAlexandros KarargyrisAnup PillaiArjun SharmaAli Bin SyedOrest BoykoMehdi Moradi","2020","http://link.springer.com/chapter/10.1007/978-3-030-59713-9_54","Chapter"
"Spatiotemporal Attention Autoencoder (STAAE) for ADHD Classification","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59728-3_50","Qinglin DongNing QiangJinglei LvXiang LiTianming LiuQuanzheng Li","2020","http://link.springer.com/chapter/10.1007/978-3-030-59728-3_50","Chapter"
"Asynchronous in Parallel Detection and Tracking (AIPDT): Real-Time Robust Polyp Detection","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_69","Zijian ZhangHong ShangHan ZhengXiaoning WangJiajun WangZhongqian SunJunzhou HuangJianhua Yao","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_69","Chapter"
"Deep Placental Vessel Segmentation for Fetoscopic Mosaicking","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_73","Sophia BanoFrancisco VasconcelosLuke M. ShepherdEmmanuel Vander PoortenTom VercauterenSebastien OurselinAnna L. DavidJan DeprestDanail Stoyanov","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_73","Chapter"
"Class-Aware Multi-window Adversarial Lung Nodule Synthesis Conditioned on Semantic Features","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59725-2_57","Qiuli WangXingpeng ZhangWei ChenKun WangXiaohong Zhang","2020","http://link.springer.com/chapter/10.1007/978-3-030-59725-2_57","Chapter"
"Realistic Adversarial Data Augmentation for MR Image Segmentation","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_65","Chen ChenChen QinHuaqi QiuCheng OuyangShuo WangLiang ChenGiacomo TarroniWenjia BaiDaniel Rueckert","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_65","Chapter"
"Improve Bone Age Assessment by Learning from Anatomical Local Regions","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59725-2_61","Dong WangKexin ZhangJia DingLiwei Wang","2020","http://link.springer.com/chapter/10.1007/978-3-030-59725-2_61","Chapter"
"End-to-End Variational Networks for Accelerated MRI Reconstruction","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59713-9_7","Anuroop SriramJure ZbontarTullie MurrellAaron DefazioC. Lawrence ZitnickNafissa YakubovaFlorian KnollPatricia Johnson","2020","http://link.springer.com/chapter/10.1007/978-3-030-59713-9_7","Chapter"
"Reconstruction and Quantification of 3D Iris Surface for Angle-Closure Glaucoma Detection in Anterior Segment OCT","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59722-1_68","Jinkui HaoHuazhu FuYanwu XuYan HuFei LiXiulan ZhangJiang LiuYitian Zhao","2020","http://link.springer.com/chapter/10.1007/978-3-030-59722-1_68","Chapter"
"Retinal Nerve Fiber Layer Defect Detection with Position Guidance","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59722-1_72","Fei DingGang YangDayong DingGangwei Cheng","2020","http://link.springer.com/chapter/10.1007/978-3-030-59722-1_72","Chapter"
"Robust Medical Image Segmentation from Non-expert Annotations with Tri-network","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_25","Tianwei ZhangLequan YuNa HuSu LvShi Gu","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_25","Chapter"
"Deep Attentive Wasserstein Generative Adversarial Networks for MRI Reconstruction with Recurrent Context-Awareness","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59713-9_17","Yifeng GuoChengjia WangHeye ZhangGuang Yang","2020","http://link.springer.com/chapter/10.1007/978-3-030-59713-9_17","Chapter"
"Integrating Similarity Awareness and Adaptive Calibration in Graph Convolution Network to Predict Disease","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59728-3_13","Xuegang SongAlejandro FrangiXiaohua XiaoJiuwen CaoTianfu WangBaiying Lei","2020","http://link.springer.com/chapter/10.1007/978-3-030-59728-3_13","Chapter"
"MIA-Prognosis: A Deep Learning Framework to Predict Therapy Response","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59713-9_21","Jiancheng YangJiajun ChenKaiming KuangTiancheng LinJunjun HeBingbing Ni","2020","http://link.springer.com/chapter/10.1007/978-3-030-59713-9_21","Chapter"
"AutoSNAP: Automatically Learning Neural Architectures for Instrument Pose Estimation","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_36","David KüglerMarc UeckerArjan KuijperAnirban Mukhopadhyay","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_36","Chapter"
"MitoEM Dataset: Large-Scale 3D Mitochondria Instance Segmentation from EM Images","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59722-1_7","Donglai WeiZudi LinDaniel Franco-BarrancoNils WendtXingyu LiuWenjie YinXin HuangAarush GuptaWon-Dong JangXueying WangIgnacio Arganda-CarrerasJeff W. LichtmanHanspeter Pfister","2020","http://link.springer.com/chapter/10.1007/978-3-030-59722-1_7","Chapter"
"Interpretable Deep Models for Cardiac Resynchronisation Therapy Response Prediction","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_28","Esther Puyol-AntónChen ChenJames R. CloughBram RuijsinkBaldeep S. SidhuJustin GouldBradley PorterMarc ElliottVishal MehtaDaniel RueckertChristopher A. RinaldiAndrew P. King","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_28","Chapter"
"Deep Selection: A Fully Supervised Camera Selection Network for Surgery Recordings","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_40","Ryo HachiumaTomohiro ShimizuHideo SaitoHiroki KajitaYoshifumi Takatsume","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_40","Chapter"
"Multi-task Learning for Detection and Classification of Cancer in Screening Mammography","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59725-2_24","Maria V. Sainz de CeaKarl DiedrichRan BakaloLior NessDavid Richmond","2020","http://link.springer.com/chapter/10.1007/978-3-030-59725-2_24","Chapter"
"Towards Emergent Language Symbolic Semantic Segmentation and Model Interpretability","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_32","Alberto Santamaria-PangJames KubrichtAritra ChowdhuryChitresh BhushanPeter Tu","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_32","Chapter"
"Multimarginal Wasserstein Barycenter for Stain Normalization and Augmentation","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59722-1_35","Saad NadeemTravis HollmannAllen Tannenbaum","2020","http://link.springer.com/chapter/10.1007/978-3-030-59722-1_35","Chapter"
"Deep Learning Assisted Automatic Intra-operative 3D Aortic Deformation Reconstruction","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_64","Yanhao ZhangRaphael FalqueLiang ZhaoShoudong HuangBoni Hu","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_64","Chapter"
"Detecting Changes of Functional Connectivity by Dynamic Graph Embedding Learning","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59728-3_48","Yi LinJia HouPaul J. LaurientiGuorong Wu","2020","http://link.springer.com/chapter/10.1007/978-3-030-59728-3_48","Chapter"
"A Deep Bayesian Video Analysis Framework: Towards a More Robust Estimation of Ejection Fraction","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59713-9_56","Mohammad Mahdi Kazemi EsfehChristina LuongDelaram BehnamiTeresa TsangPurang Abolmaesumi","2020","http://link.springer.com/chapter/10.1007/978-3-030-59713-9_56","Chapter"
"Spatio-Temporal Graph Convolution for Resting-State fMRI Analysis","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59728-3_52","Soham GadgilQingyu ZhaoAdolf PfefferbaumEdith V. SullivanEhsan AdeliKilian M. Pohl","2020","http://link.springer.com/chapter/10.1007/978-3-030-59728-3_52","Chapter"
"Temporal-Consistent Segmentation of Echocardiography with Co-learning from Appearance and Shape","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59713-9_60","Hongrong WeiHeng CaoYiqin CaoYongjin ZhouWufeng XueDong NiShuo Li","2020","http://link.springer.com/chapter/10.1007/978-3-030-59713-9_60","Chapter"
"Endo-Sim2Real: Consistency Learning-Based Domain Adaptation for Instrument Segmentation","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_75","Manish SahuRonja StrömsdörferAnirban MukhopadhyayStefan Zachow","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_75","Chapter"
"Deep Active Learning for Effective Pulmonary Nodule Detection","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59725-2_59","Jingya LiuLiangliang CaoYingli Tian","2020","http://link.springer.com/chapter/10.1007/978-3-030-59725-2_59","Chapter"
"Uncertainty Estimates as Data Selection Criteria to Boost Omni-Supervised Learning","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_67","Lorenzo VenturiniAris T. PapageorghiouJ. Alison NobleAna I. L. Namburete","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_67","Chapter"
"Segmentation of Paraspinal Muscles at Varied Lumbar Spinal Levels by Explicit Saliency-Aware Learning","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59725-2_63","Jiawei HuangHaotian ShenBo ChenYue WangShuo Li","2020","http://link.springer.com/chapter/10.1007/978-3-030-59725-2_63","Chapter"
"Leveraging Undiagnosed Data for Glaucoma Classification with Teacher-Student Learning","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_71","Junde WuShuang YuWenting ChenKai MaRao FuHanruo LiuXiaoguang DiYefeng Zheng","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_71","Chapter"
"MRI Image Reconstruction via Learning Optimization Using Neural ODEs","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59713-9_9","Eric Z. ChenTerrence ChenShanhui Sun","2020","http://link.springer.com/chapter/10.1007/978-3-030-59713-9_9","Chapter"
"Retinal Image Segmentation with a Structure-Texture Demixing Network","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59722-1_74","Shihao ZhangHuazhu FuYanwu XuYanxia LiuMingkui Tan","2020","http://link.springer.com/chapter/10.1007/978-3-030-59722-1_74","Chapter"
"Calibrated Surrogate Maximization of Dice","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_27","Marcus NordströmHan BaoFredrik LöfmanHenrik HultAtsuto MakiMasashi Sugiyama","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_27","Chapter"
"Model-Driven Deep Attention Network for Ultra-fast Compressive Sensing MRI Guided by Cross-contrast MR Image","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59713-9_19","Yan YangNa WangHeran YangJian SunZongben Xu","2020","http://link.springer.com/chapter/10.1007/978-3-030-59713-9_19","Chapter"
"Unsupervised Learning for CT Image Segmentation via Adversarial Redrawing","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_31","Youyi SongTeng ZhouJeremy Yuen-Chun TeohJing ZhangJing Qin","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_31","Chapter"
"Masked Multi-Task Network for Case-Level Intracranial Hemorrhage Classification in Brain CT Volumes","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59728-3_15","Dongang WangChenyu WangLynette MastersMichael Barnett","2020","http://link.springer.com/chapter/10.1007/978-3-030-59728-3_15","Chapter"
"Automatic Detection of Free Intra-abdominal Air in Computed Tomography","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59713-9_23","Oliver TaubmannJingpeng LiFelix DenzingerEva EibenbergerFelix C. MüllerMathias W. BrejnebølAndreas Maier","2020","http://link.springer.com/chapter/10.1007/978-3-030-59713-9_23","Chapter"
"Can a Hand-Held Navigation Device Reduce Cognitive Load? A User-Centered Approach Evaluated by 18 Surgeons","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_38","Caroline BrendleLaura SchützJavier EstebanSandro M. KriegUlrich EckNassir Navab","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_38","Chapter"
"Neuronal Subcompartment Classification and Merge Error Correction","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59722-1_9","Hanyu LiMichał JanuszewskiViren JainPeter H. Li","2020","http://link.springer.com/chapter/10.1007/978-3-030-59722-1_9","Chapter"
"VR Simulation of Novel Hands-Free Interaction Concepts for Surgical Robotic Visualization Systems","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_42","Fang YouRutvik KhakharThomas PichtDavid Dobbelstein","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_42","Chapter"
"PraNet: Parallel Reverse Attention Network for Polyp Segmentation","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59725-2_26","Deng-Ping FanGe-Peng JiTao ZhouGeng ChenHuazhu FuJianbing ShenLing Shao","2020","http://link.springer.com/chapter/10.1007/978-3-030-59725-2_26","Chapter"
"UXNet: Searching Multi-level Feature Aggregation for 3D Medical Image Segmentation","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_34","Yuanfeng JiRuimao ZhangZhen LiJiamin RenShaoting ZhangPing Luo","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_34","Chapter"
"A Distance-Based Loss for Smooth and Continuous Skin Layer Segmentation in Optoacoustic Images","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59725-2_30","Stefan GerlJohannes C. PaetzoldHailong HeIvan EzhovSuprosanna ShitFlorian KoflerAmirhossein BayatGiles TettehVasilis NtziachristosBjoern Menze","2020","http://link.springer.com/chapter/10.1007/978-3-030-59725-2_30","Chapter"
"Multi-field of View Aggregation and Context Encoding for Single-Stage Nucleus Recognition","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59722-1_37","Tian BaiJiayu XuFuyong Xing","2020","http://link.springer.com/chapter/10.1007/978-3-030-59722-1_37","Chapter"
"Ranking-Based Survival Prediction on Histopathological Whole-Slide Images","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59722-1_41","Donglin DiShengrui LiJun ZhangYue Gao","2020","http://link.springer.com/chapter/10.1007/978-3-030-59722-1_41","Chapter"
"Instantiation-Net: 3D Mesh Reconstruction from Single 2D Image for Right Ventricle","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_66","Zhao-Yang WangXiao-Yun ZhouPeichao LiCelia Theodoreli-RigaGuang-Zhong Yang","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_66","Chapter"
"Large-Scale Inference of Liver Fat with Neural Networks on UK Biobank Body MRI","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59713-9_58","Taro LangnerRobin StrandHåkan AhlströmJoel Kullberg","2020","http://link.springer.com/chapter/10.1007/978-3-030-59713-9_58","Chapter"
"Non-Rigid Volume to Surface Registration Using a Data-Driven Biomechanical Model","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_70","Micha PfeifferCarina RiedigerStefan LegerJens-Peter KühnDanilo SeppeltRalf-Thorsten HoffmannJürgen WeitzStefanie Speidel","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_70","Chapter"
"Topology-Aware Generative Adversarial Network for Joint Prediction of Multiple Brain Graphs from a Single Brain Graph","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59728-3_54","Alaa BessadokMohamed Ali MahjoubIslem Rekik","2020","http://link.springer.com/chapter/10.1007/978-3-030-59728-3_54","Chapter"
"Latent-Graph Learning for Disease Prediction","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59713-9_62","Luca CosmoAnees KaziSeyed-Ahmad AhmadiNassir NavabMichael Bronstein","2020","http://link.springer.com/chapter/10.1007/978-3-030-59713-9_62","Chapter"
"Spatio-Temporal Consistency and Negative Label Transfer for 3D Freehand US Segmentation","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_69","Vanessa Gonzalez DuqueDawood Al ChantiMarion CrouzierAntoine NordezLilian LacourpailleDiana Mateus","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_69","Chapter"
"Contour-Based Bone Axis Detection for X-Ray Guided Surgery on the Knee","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59725-2_65","Florian KordonAndreas MaierBenedict SwartmanMaxim PrivalovJan Siad El BarbariHolger Kunze","2020","http://link.springer.com/chapter/10.1007/978-3-030-59725-2_65","Chapter"
